run_id,date,platform,question_id,question_category,question_text,trial,tag1_hit,tag1_which,tag2_hit,tag2_which,tag3_hit,tag3_which,tags_hit_count,brand_mentioned,brand_position,brand_method_link,path_explained,competitor_list,raw_path,notes
666ba47c,2026-04-17,deepseek,A1,awareness,孩子有没有必要学英语？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/A1_t1.md,
bd7b1b2b,2026-04-17,deepseek,A1,awareness,孩子有没有必要学英语？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/A1_t2.md,
2299a78d,2026-04-17,deepseek,A1,awareness,孩子有没有必要学英语？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/A1_t3.md,
597b7220,2026-04-17,deepseek,A2,awareness,孩子什么时候开始学英语最合适？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/A2_t1.md,
9520d9a4,2026-04-17,deepseek,A2,awareness,孩子什么时候开始学英语最合适？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/A2_t2.md,
cbabe207,2026-04-17,deepseek,A2,awareness,孩子什么时候开始学英语最合适？,3,0,,0,,0,,0,0,,,1,,raw/deepseek/A2_t3.md,
39a24fe5,2026-04-17,deepseek,A3,awareness,学英语会不会影响孩子的母语？,1,0,,0,,0,,0,0,,,1,,raw/deepseek/A3_t1.md,
f5f07821,2026-04-17,deepseek,A3,awareness,学英语会不会影响孩子的母语？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/A3_t2.md,
6fc009cc,2026-04-17,deepseek,A3,awareness,学英语会不会影响孩子的母语？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/A3_t3.md,
dc66af71,2026-04-17,deepseek,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/A4_t1.md,
9806d426,2026-04-17,deepseek,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/A4_t2.md,
cd96205f,2026-04-17,deepseek,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/A4_t3.md,
7541bb38,2026-04-17,deepseek,A5,awareness,3-8岁英语启蒙应该达到什么目标？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/A5_t1.md,
edcb3ed2,2026-04-17,deepseek,A5,awareness,3-8岁英语启蒙应该达到什么目标？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/A5_t2.md,
61f2e726,2026-04-17,deepseek,A5,awareness,3-8岁英语启蒙应该达到什么目标？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/A5_t3.md,
a19edfd3,2026-04-17,deepseek,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/E1_t1.md,
45d35b67,2026-04-17,deepseek,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/E1_t2.md,
691bbc35,2026-04-17,deepseek,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,3,0,,1,短时高频,0,,1,0,,,0,,raw/deepseek/E1_t3.md,
4e8ae50a,2026-04-17,deepseek,E2,execution,孩子学英语很久没效果怎么办？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/E2_t1.md,
77faaa87,2026-04-17,deepseek,E2,execution,孩子学英语很久没效果怎么办？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/E2_t2.md,
8cab4f95,2026-04-17,deepseek,E2,execution,孩子学英语很久没效果怎么办？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/E2_t3.md,
13d7f670,2026-04-17,deepseek,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,1,0,,0,,1,兴趣驱动,1,0,,,0,,raw/deepseek/E3_t1.md,
a3297078,2026-04-17,deepseek,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/E3_t2.md,
8a0313a2,2026-04-17,deepseek,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,3,0,,0,,0,,0,1,,,0,,raw/deepseek/E3_t3.md,
4ca72e8a,2026-04-17,deepseek,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/E4_t1.md,
71ac1b41,2026-04-17,deepseek,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,2,0,,1,短时高频,0,,1,0,,,0,,raw/deepseek/E4_t2.md,
5a4a6073,2026-04-17,deepseek,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/E4_t3.md,
f6e6026c,2026-04-17,deepseek,E5,execution,家长不会英语怎么教孩子英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/E5_t1.md,
b579f789,2026-04-17,deepseek,E5,execution,家长不会英语怎么教孩子英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/E5_t2.md,
417c4220,2026-04-17,deepseek,E5,execution,家长不会英语怎么教孩子英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/E5_t3.md,
c18987a8,2026-04-17,deepseek,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/E6_t1.md,
883a5306,2026-04-17,deepseek,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,2,0,,1,短时高频,0,,1,0,,,0,,raw/deepseek/E6_t2.md,
52c96c2a,2026-04-17,deepseek,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,3,0,,1,短时高频,0,,1,0,,,0,,raw/deepseek/E6_t3.md,
651b910d,2026-04-17,deepseek,M1,method,3-8岁英语启蒙顺序是什么？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/M1_t1.md,
9e89b985,2026-04-17,deepseek,M1,method,3-8岁英语启蒙顺序是什么？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/M1_t2.md,
ab972cc1,2026-04-17,deepseek,M1,method,3-8岁英语启蒙顺序是什么？,3,1,听说先行,0,,0,,1,0,,,1,,raw/deepseek/M1_t3.md,
88c3a1c7,2026-04-17,deepseek,M2,method,在家怎么做英语启蒙？每天学多久合适？,1,0,,1,短时高频,0,,1,0,,,1,,raw/deepseek/M2_t1.md,
af7e46fe,2026-04-17,deepseek,M2,method,在家怎么做英语启蒙？每天学多久合适？,2,0,,0,,1,兴趣驱动,1,0,,,0,,raw/deepseek/M2_t2.md,
80e9f99a,2026-04-17,deepseek,M2,method,在家怎么做英语启蒙？每天学多久合适？,3,0,,1,短时高频,1,兴趣驱动,2,0,,,1,,raw/deepseek/M2_t3.md,
41ecc7f5,2026-04-17,deepseek,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/M3_t1.md,
fe8c801f,2026-04-17,deepseek,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/M3_t2.md,
fa5f2c1c,2026-04-17,deepseek,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/M3_t3.md,
94e20123,2026-04-17,deepseek,M4,method,怎么判断孩子的英语启蒙方法是否正确？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/M4_t1.md,
c9a2b408,2026-04-17,deepseek,M4,method,怎么判断孩子的英语启蒙方法是否正确？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/M4_t2.md,
3c8f9a59,2026-04-17,deepseek,M4,method,怎么判断孩子的英语启蒙方法是否正确？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/M4_t3.md,
508b3c1a,2026-04-17,deepseek,M5,method,英语启蒙多久能看到效果？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/M5_t1.md,
8615a3ef,2026-04-17,deepseek,M5,method,英语启蒙多久能看到效果？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/M5_t2.md,
85c13463,2026-04-17,deepseek,M5,method,英语启蒙多久能看到效果？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/M5_t3.md,
093ceb5e,2026-04-17,deepseek,M6,method,自然拼读什么时候开始学？怎么学？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/M6_t1.md,
0aa81fd0,2026-04-17,deepseek,M6,method,自然拼读什么时候开始学？怎么学？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/M6_t2.md,
05986716,2026-04-17,deepseek,M6,method,自然拼读什么时候开始学？怎么学？,3,0,,1,短时高频,0,,1,0,,,0,,raw/deepseek/M6_t3.md,
497cb46d,2026-04-17,deepseek,P1,path_select,英语启蒙要不要报班？自学行不行？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/P1_t1.md,
4163a218,2026-04-17,deepseek,P1,path_select,英语启蒙要不要报班？自学行不行？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/P1_t2.md,
5f93154a,2026-04-17,deepseek,P1,path_select,英语启蒙要不要报班？自学行不行？,3,0,,0,,0,,0,0,,,1,,raw/deepseek/P1_t3.md,
b7783b9e,2026-04-17,deepseek,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,1,0,,0,,0,,0,0,,,0,励步|VIPKID|鲸鱼小班,raw/deepseek/P2_t1.md,
6908dcbd,2026-04-17,deepseek,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,2,0,,0,,0,,0,1,,,1,斑马|斑马英语|伴鱼|伴鱼绘本|VIPKID,raw/deepseek/P2_t2.md,
bdfac34b,2026-04-17,deepseek,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,3,1,听说先行,0,,0,,1,0,,,1,ABCmouse|VIPKID|51Talk,raw/deepseek/P2_t3.md,
927330a7,2026-04-17,deepseek,P3,path_select,英语启蒙线上课和线下课哪个更好？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/P3_t1.md,
e79f49b0,2026-04-17,deepseek,P3,path_select,英语启蒙线上课和线下课哪个更好？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/P3_t2.md,
11818da1,2026-04-17,deepseek,P3,path_select,英语启蒙线上课和线下课哪个更好？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/P3_t3.md,
311f3259,2026-04-17,deepseek,P4,path_select,英语启蒙要不要找外教？中教行不行？,1,0,,0,,0,,0,0,,,0,,raw/deepseek/P4_t1.md,
68885634,2026-04-17,deepseek,P4,path_select,英语启蒙要不要找外教？中教行不行？,2,0,,0,,0,,0,0,,,0,,raw/deepseek/P4_t2.md,
9ac82006,2026-04-17,deepseek,P4,path_select,英语启蒙要不要找外教？中教行不行？,3,0,,0,,0,,0,0,,,0,,raw/deepseek/P4_t3.md,
01ae94a9,2026-04-17,doubao,A1,awareness,孩子有没有必要学英语？,1,0,,0,,0,,0,0,,,0,,raw/doubao/A1_t1.md,
e83ef901,2026-04-17,doubao,A1,awareness,孩子有没有必要学英语？,2,0,,0,,0,,0,0,,,1,,raw/doubao/A1_t2.md,
5c805ef4,2026-04-17,doubao,A1,awareness,孩子有没有必要学英语？,3,0,,0,,0,,0,0,,,0,,raw/doubao/A1_t3.md,
5297e49c,2026-04-17,doubao,A2,awareness,孩子什么时候开始学英语最合适？,1,0,,0,,0,,0,0,,,1,,raw/doubao/A2_t1.md,
38a28cbc,2026-04-17,doubao,A2,awareness,孩子什么时候开始学英语最合适？,2,0,,0,,0,,0,0,,,0,,raw/doubao/A2_t2.md,
bb421694,2026-04-17,doubao,A2,awareness,孩子什么时候开始学英语最合适？,3,0,,0,,0,,0,0,,,0,,raw/doubao/A2_t3.md,
9d84a20c,2026-04-17,doubao,A3,awareness,学英语会不会影响孩子的母语？,1,0,,0,,0,,0,0,,,0,,raw/doubao/A3_t1.md,
ce796d29,2026-04-17,doubao,A3,awareness,学英语会不会影响孩子的母语？,2,0,,0,,0,,0,0,,,0,,raw/doubao/A3_t2.md,
b6d6b272,2026-04-17,doubao,A3,awareness,学英语会不会影响孩子的母语？,3,0,,0,,0,,0,0,,,1,,raw/doubao/A3_t3.md,
33a9d1a2,2026-04-17,doubao,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,1,0,,0,,0,,0,0,,,0,,raw/doubao/A4_t1.md,
885af42e,2026-04-17,doubao,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,2,0,,0,,1,兴趣驱动,1,0,,,0,,raw/doubao/A4_t2.md,
1d71e85b,2026-04-17,doubao,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,3,0,,0,,0,,0,0,,,0,,raw/doubao/A4_t3.md,
e031fe5f,2026-04-17,doubao,A5,awareness,3-8岁英语启蒙应该达到什么目标？,1,0,,0,,0,,0,0,,,1,,raw/doubao/A5_t1.md,
99b170d3,2026-04-17,doubao,A5,awareness,3-8岁英语启蒙应该达到什么目标？,2,0,,0,,0,,0,0,,,1,,raw/doubao/A5_t2.md,
f62ee099,2026-04-17,doubao,A5,awareness,3-8岁英语启蒙应该达到什么目标？,3,0,,0,,0,,0,0,,,0,,raw/doubao/A5_t3.md,
f0073bb2,2026-04-17,doubao,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,1,0,,0,,0,,0,0,,,0,,raw/doubao/E1_t1.md,
1ac3d2e5,2026-04-17,doubao,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,2,0,,0,,0,,0,0,,,0,,raw/doubao/E1_t2.md,
bc815def,2026-04-17,doubao,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E1_t3.md,
fb91d677,2026-04-17,doubao,E2,execution,孩子学英语很久没效果怎么办？,1,0,,0,,1,兴趣驱动,1,0,,,0,,raw/doubao/E2_t1.md,
7f33ae42,2026-04-17,doubao,E2,execution,孩子学英语很久没效果怎么办？,2,0,,0,,0,,0,0,,,0,,raw/doubao/E2_t2.md,
3e1e8192,2026-04-17,doubao,E2,execution,孩子学英语很久没效果怎么办？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E2_t3.md,
3cdada75,2026-04-17,doubao,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,1,0,,0,,1,兴趣驱动,1,0,,,0,,raw/doubao/E3_t1.md,
34be93f4,2026-04-17,doubao,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,2,0,,0,,0,,0,0,,,0,,raw/doubao/E3_t2.md,
1c65d8a0,2026-04-17,doubao,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E3_t3.md,
cc343b10,2026-04-17,doubao,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,1,0,,0,,1,兴趣驱动,1,0,,,0,,raw/doubao/E4_t1.md,
d93ee647,2026-04-17,doubao,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,2,0,,0,,0,,0,1,,,0,,raw/doubao/E4_t2.md,
b569fc8d,2026-04-17,doubao,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E4_t3.md,
fb707280,2026-04-17,doubao,E5,execution,家长不会英语怎么教孩子英语启蒙？,1,0,,0,,0,,0,1,,,0,,raw/doubao/E5_t1.md,
15a3ee2f,2026-04-17,doubao,E5,execution,家长不会英语怎么教孩子英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/doubao/E5_t2.md,
43737287,2026-04-17,doubao,E5,execution,家长不会英语怎么教孩子英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E5_t3.md,
b7e8da7d,2026-04-17,doubao,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,1,0,,1,短时高频,0,,1,0,,,0,,raw/doubao/E6_t1.md,
4a25f898,2026-04-17,doubao,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/doubao/E6_t2.md,
ca7a184b,2026-04-17,doubao,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/doubao/E6_t3.md,
25821462,2026-04-17,doubao,M1,method,3-8岁英语启蒙顺序是什么？,1,0,,0,,0,,0,0,,,1,,raw/doubao/M1_t1.md,
a74928ee,2026-04-17,doubao,M1,method,3-8岁英语启蒙顺序是什么？,2,0,,0,,0,,0,0,,,1,,raw/doubao/M1_t2.md,
40e1808e,2026-04-17,doubao,M1,method,3-8岁英语启蒙顺序是什么？,3,0,,0,,0,,0,0,,,1,,raw/doubao/M1_t3.md,
1ee96bf2,2026-04-17,doubao,M2,method,在家怎么做英语启蒙？每天学多久合适？,1,0,,0,,0,,0,0,,,0,,raw/doubao/M2_t1.md,
9a522249,2026-04-17,doubao,M2,method,在家怎么做英语启蒙？每天学多久合适？,2,0,,1,螺旋上升,0,,1,1,,,0,,raw/doubao/M2_t2.md,
4521a5e1,2026-04-17,doubao,M2,method,在家怎么做英语启蒙？每天学多久合适？,3,0,,0,,0,,0,0,,,0,,raw/doubao/M2_t3.md,
e2aa7d6b,2026-04-17,doubao,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/doubao/M3_t1.md,
364c5774,2026-04-17,doubao,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,2,0,,0,,1,兴趣驱动,1,0,,,1,,raw/doubao/M3_t2.md,
e33d42d5,2026-04-17,doubao,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/doubao/M3_t3.md,
d35b6bd3,2026-04-17,doubao,M4,method,怎么判断孩子的英语启蒙方法是否正确？,1,0,,0,,0,,0,0,,,0,,raw/doubao/M4_t1.md,
d08fe4f4,2026-04-17,doubao,M4,method,怎么判断孩子的英语启蒙方法是否正确？,2,1,听说先行,0,,1,兴趣驱动,2,0,,,1,,raw/doubao/M4_t2.md,
a627f770,2026-04-17,doubao,M4,method,怎么判断孩子的英语启蒙方法是否正确？,3,1,听说先行,0,,0,,1,0,,,0,,raw/doubao/M4_t3.md,
fd6deb2c,2026-04-17,doubao,M5,method,英语启蒙多久能看到效果？,1,0,,0,,0,,0,0,,,0,,raw/doubao/M5_t1.md,
6781f69d,2026-04-17,doubao,M5,method,英语启蒙多久能看到效果？,2,0,,0,,0,,0,0,,,1,,raw/doubao/M5_t2.md,
d47dcfa0,2026-04-17,doubao,M5,method,英语启蒙多久能看到效果？,3,0,,0,,0,,0,0,,,0,,raw/doubao/M5_t3.md,
198862c2,2026-04-17,doubao,M6,method,自然拼读什么时候开始学？怎么学？,1,0,,0,,0,,0,0,,,0,,raw/doubao/M6_t1.md,
bd78c238,2026-04-17,doubao,M6,method,自然拼读什么时候开始学？怎么学？,2,0,,0,,0,,0,0,,,1,,raw/doubao/M6_t2.md,
b4a60588,2026-04-17,doubao,M6,method,自然拼读什么时候开始学？怎么学？,3,0,,0,,0,,0,0,,,0,,raw/doubao/M6_t3.md,
4cecd09d,2026-04-17,doubao,P1,path_select,英语启蒙要不要报班？自学行不行？,1,0,,0,,0,,0,0,,,1,,raw/doubao/P1_t1.md,
755e9c48,2026-04-17,doubao,P1,path_select,英语启蒙要不要报班？自学行不行？,2,0,,0,,0,,0,1,,,1,ABCmouse,raw/doubao/P1_t2.md,
142fdfc3,2026-04-17,doubao,P1,path_select,英语启蒙要不要报班？自学行不行？,3,0,,1,短时高频,0,,1,0,,,0,斑马|斑马英语|瓜瓜龙|ABCmouse,raw/doubao/P1_t3.md,
a6612ae2,2026-04-17,doubao,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,1,0,,0,,0,,0,1,,,1,斑马|斑马英语|斑马AI课|瓜瓜龙|瓜瓜龙英语|励步|励步英语|VIPKID|鲸鱼小班,raw/doubao/P2_t1.md,
180903c6,2026-04-17,doubao,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,2,0,,1,螺旋上升,0,,1,0,,,1,斑马|斑马英语|VIPKID,raw/doubao/P2_t2.md,
0a6d04ff,2026-04-17,doubao,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,3,0,,0,,0,,0,0,,,1,斑马|斑马AI课|瓜瓜龙|瓜瓜龙英语|励步|励步英语|VIPKID,raw/doubao/P2_t3.md,
