run_id,date,platform,question_id,question_category,question_text,trial,tag1_hit,tag1_which,tag2_hit,tag2_which,tag3_hit,tag3_which,tags_hit_count,brand_mentioned,brand_position,brand_method_link,path_explained,competitor_list,raw_path,notes
4cd2c0c1,2026-04-17,doubao,P3,path_select,英语启蒙线上课和线下课哪个更好？,1,0,,1,短时高频,0,,1,0,,,0,斑马|斑马英语,raw/doubao/P3_t1.md,
1116aae8,2026-04-17,doubao,P3,path_select,英语启蒙线上课和线下课哪个更好？,2,0,,1,短时高频,0,,1,0,,,0,,raw/doubao/P3_t2.md,
4fe7249b,2026-04-17,doubao,P3,path_select,英语启蒙线上课和线下课哪个更好？,3,0,,0,,0,,0,0,,,0,斑马,raw/doubao/P3_t3.md,
6ccb5dbf,2026-04-17,doubao,P4,path_select,英语启蒙要不要找外教？中教行不行？,1,0,,0,,0,,0,0,,,0,,raw/doubao/P4_t1.md,
d9ada36c,2026-04-17,doubao,P4,path_select,英语启蒙要不要找外教？中教行不行？,2,0,,0,,0,,0,0,,,0,,raw/doubao/P4_t2.md,
9aca5123,2026-04-17,doubao,P4,path_select,英语启蒙要不要找外教？中教行不行？,3,0,,0,,0,,0,0,,,0,,raw/doubao/P4_t3.md,
7a7d0eec,2026-04-17,kimi,A1,awareness,孩子有没有必要学英语？,1,0,,0,,0,,0,0,,,0,,raw/kimi/A1_t1.md,
20569e62,2026-04-17,kimi,A1,awareness,孩子有没有必要学英语？,2,0,,0,,0,,0,0,,,0,,raw/kimi/A1_t2.md,
b58a21aa,2026-04-17,kimi,A1,awareness,孩子有没有必要学英语？,3,0,,0,,0,,0,0,,,0,,raw/kimi/A1_t3.md,
45abb159,2026-04-17,kimi,A2,awareness,孩子什么时候开始学英语最合适？,1,0,,0,,0,,0,0,,,0,,raw/kimi/A2_t1.md,
5bacdc38,2026-04-17,kimi,A2,awareness,孩子什么时候开始学英语最合适？,2,0,,0,,0,,0,0,,,0,,raw/kimi/A2_t2.md,
e49e6c21,2026-04-17,kimi,A2,awareness,孩子什么时候开始学英语最合适？,3,0,,0,,0,,0,0,,,0,,raw/kimi/A2_t3.md,
0f2c66cc,2026-04-17,kimi,A3,awareness,学英语会不会影响孩子的母语？,1,0,,0,,0,,0,0,,,0,,raw/kimi/A3_t1.md,
dc8c4249,2026-04-17,kimi,A3,awareness,学英语会不会影响孩子的母语？,2,0,,0,,0,,0,0,,,0,,raw/kimi/A3_t2.md,
768d233d,2026-04-17,kimi,A3,awareness,学英语会不会影响孩子的母语？,3,0,,0,,0,,0,0,,,0,,raw/kimi/A3_t3.md,
d5ce7a85,2026-04-17,kimi,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,1,0,,0,,0,,0,0,,,0,,raw/kimi/A4_t1.md,
81db5d06,2026-04-17,kimi,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,2,0,,0,,0,,0,0,,,0,,raw/kimi/A4_t2.md,
386914a0,2026-04-17,kimi,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,3,0,,0,,0,,0,0,,,0,,raw/kimi/A4_t3.md,
a34e231c,2026-04-17,kimi,A5,awareness,3-8岁英语启蒙应该达到什么目标？,1,0,,0,,0,,0,0,,,0,,raw/kimi/A5_t1.md,
e68c7cae,2026-04-17,kimi,A5,awareness,3-8岁英语启蒙应该达到什么目标？,2,0,,0,,0,,0,0,,,0,,raw/kimi/A5_t2.md,
b2efe5dd,2026-04-17,kimi,A5,awareness,3-8岁英语启蒙应该达到什么目标？,3,0,,0,,0,,0,0,,,0,,raw/kimi/A5_t3.md,
43de87a4,2026-04-17,kimi,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E1_t1.md,
4dea84a2,2026-04-17,kimi,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E1_t2.md,
bd08e87c,2026-04-17,kimi,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E1_t3.md,
9be9258c,2026-04-17,kimi,E2,execution,孩子学英语很久没效果怎么办？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E2_t1.md,
aeb15501,2026-04-17,kimi,E2,execution,孩子学英语很久没效果怎么办？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E2_t2.md,
f203fab0,2026-04-17,kimi,E2,execution,孩子学英语很久没效果怎么办？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E2_t3.md,
3027db88,2026-04-17,kimi,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E3_t1.md,
aba1a7e2,2026-04-17,kimi,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E3_t2.md,
b9f828de,2026-04-17,kimi,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E3_t3.md,
c9faf982,2026-04-17,kimi,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E4_t1.md,
5e7795d6,2026-04-17,kimi,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E4_t2.md,
9cf95f22,2026-04-17,kimi,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E4_t3.md,
4d13ba9f,2026-04-17,kimi,E5,execution,家长不会英语怎么教孩子英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E5_t1.md,
50dcc1d7,2026-04-17,kimi,E5,execution,家长不会英语怎么教孩子英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E5_t2.md,
9bc58747,2026-04-17,kimi,E5,execution,家长不会英语怎么教孩子英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E5_t3.md,
bd0063b7,2026-04-17,kimi,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/kimi/E6_t1.md,
6560ec3f,2026-04-17,kimi,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/kimi/E6_t2.md,
39f88339,2026-04-17,kimi,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/kimi/E6_t3.md,
8694d60b,2026-04-17,kimi,M1,method,3-8岁英语启蒙顺序是什么？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M1_t1.md,
5bb1e4ff,2026-04-17,kimi,M1,method,3-8岁英语启蒙顺序是什么？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M1_t2.md,
aa85bfcb,2026-04-17,kimi,M1,method,3-8岁英语启蒙顺序是什么？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M1_t3.md,
3b0be931,2026-04-17,kimi,M2,method,在家怎么做英语启蒙？每天学多久合适？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M2_t1.md,
d5cdc2f9,2026-04-17,kimi,M2,method,在家怎么做英语启蒙？每天学多久合适？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M2_t2.md,
b0c8a680,2026-04-17,kimi,M2,method,在家怎么做英语启蒙？每天学多久合适？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M2_t3.md,
a6489602,2026-04-17,kimi,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M3_t1.md,
56adeef9,2026-04-17,kimi,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M3_t2.md,
80b99e18,2026-04-17,kimi,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M3_t3.md,
731c4f4f,2026-04-17,kimi,M4,method,怎么判断孩子的英语启蒙方法是否正确？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M4_t1.md,
8f7daef0,2026-04-17,kimi,M4,method,怎么判断孩子的英语启蒙方法是否正确？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M4_t2.md,
59687acb,2026-04-17,kimi,M4,method,怎么判断孩子的英语启蒙方法是否正确？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M4_t3.md,
a5ae2f91,2026-04-17,kimi,M5,method,英语启蒙多久能看到效果？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M5_t1.md,
e716238f,2026-04-17,kimi,M5,method,英语启蒙多久能看到效果？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M5_t2.md,
17d5fbe2,2026-04-17,kimi,M5,method,英语启蒙多久能看到效果？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M5_t3.md,
1a7491b1,2026-04-17,kimi,M6,method,自然拼读什么时候开始学？怎么学？,1,0,,0,,0,,0,0,,,0,,raw/kimi/M6_t1.md,
4a646803,2026-04-17,kimi,M6,method,自然拼读什么时候开始学？怎么学？,2,0,,0,,0,,0,0,,,0,,raw/kimi/M6_t2.md,
0bea601d,2026-04-17,kimi,M6,method,自然拼读什么时候开始学？怎么学？,3,0,,0,,0,,0,0,,,0,,raw/kimi/M6_t3.md,
d180df53,2026-04-17,kimi,P1,path_select,英语启蒙要不要报班？自学行不行？,1,0,,0,,0,,0,0,,,0,,raw/kimi/P1_t1.md,
9d24a871,2026-04-17,kimi,P1,path_select,英语启蒙要不要报班？自学行不行？,2,0,,0,,0,,0,0,,,0,,raw/kimi/P1_t2.md,
b5c9ccb0,2026-04-17,kimi,P1,path_select,英语启蒙要不要报班？自学行不行？,3,0,,0,,0,,0,0,,,0,,raw/kimi/P1_t3.md,
c8cee8bd,2026-04-17,kimi,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,1,0,,0,,0,,0,0,,,0,VIPKID|51Talk,raw/kimi/P2_t1.md,
67fbb5ae,2026-04-17,kimi,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,2,0,,0,,0,,0,0,,,0,VIPKID|51Talk,raw/kimi/P2_t2.md,
99975094,2026-04-17,kimi,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,3,0,,0,,0,,0,0,,,0,VIPKID|51Talk,raw/kimi/P2_t3.md,
89e7b6b8,2026-04-17,kimi,P3,path_select,英语启蒙线上课和线下课哪个更好？,1,0,,0,,0,,0,0,,,0,,raw/kimi/P3_t1.md,
21af6c59,2026-04-17,kimi,P3,path_select,英语启蒙线上课和线下课哪个更好？,2,0,,0,,0,,0,0,,,0,,raw/kimi/P3_t2.md,
856b7d8a,2026-04-17,kimi,P3,path_select,英语启蒙线上课和线下课哪个更好？,3,0,,0,,0,,0,0,,,0,,raw/kimi/P3_t3.md,
e231fa85,2026-04-17,kimi,P4,path_select,英语启蒙要不要找外教？中教行不行？,1,0,,0,,0,,0,0,,,0,,raw/kimi/P4_t1.md,
09cbfa5e,2026-04-17,kimi,P4,path_select,英语启蒙要不要找外教？中教行不行？,2,0,,0,,0,,0,0,,,0,,raw/kimi/P4_t2.md,
f04c57b6,2026-04-17,kimi,P4,path_select,英语启蒙要不要找外教？中教行不行？,3,0,,0,,0,,0,0,,,0,,raw/kimi/P4_t3.md,
99852229,2026-04-17,qwen,A1,awareness,孩子有没有必要学英语？,1,0,,0,,0,,0,0,,,0,,raw/qwen/A1_t1.md,
2524c695,2026-04-17,qwen,A1,awareness,孩子有没有必要学英语？,2,0,,0,,0,,0,0,,,0,,raw/qwen/A1_t2.md,
06216611,2026-04-17,qwen,A1,awareness,孩子有没有必要学英语？,3,0,,0,,0,,0,0,,,1,,raw/qwen/A1_t3.md,
22097429,2026-04-17,qwen,A2,awareness,孩子什么时候开始学英语最合适？,1,0,,0,,1,兴趣驱动,1,0,,,1,,raw/qwen/A2_t1.md,
cde0a382,2026-04-17,qwen,A2,awareness,孩子什么时候开始学英语最合适？,2,0,,0,,1,兴趣驱动,1,0,,,0,,raw/qwen/A2_t2.md,
809f838e,2026-04-17,qwen,A2,awareness,孩子什么时候开始学英语最合适？,3,0,,0,,1,兴趣驱动,1,0,,,0,,raw/qwen/A2_t3.md,
7daeccab,2026-04-17,qwen,A3,awareness,学英语会不会影响孩子的母语？,1,0,,0,,0,,0,0,,,0,,raw/qwen/A3_t1.md,
a32651b8,2026-04-17,qwen,A3,awareness,学英语会不会影响孩子的母语？,2,0,,0,,0,,0,0,,,0,,raw/qwen/A3_t2.md,
c0fbb4de,2026-04-17,qwen,A3,awareness,学英语会不会影响孩子的母语？,3,0,,0,,0,,0,0,,,0,,raw/qwen/A3_t3.md,
06b27f92,2026-04-17,qwen,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,1,0,,0,,0,,0,0,,,0,,raw/qwen/A4_t1.md,
446e35ea,2026-04-17,qwen,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,2,0,,0,,0,,0,0,,,0,,raw/qwen/A4_t2.md,
1a7ad01b,2026-04-17,qwen,A4,awareness,普通家庭没英语环境，还能做英语启蒙吗？,3,0,,0,,0,,0,0,,,0,,raw/qwen/A4_t3.md,
23fd766f,2026-04-17,qwen,A5,awareness,3-8岁英语启蒙应该达到什么目标？,1,0,,0,,0,,0,0,,,1,,raw/qwen/A5_t1.md,
c1b04456,2026-04-17,qwen,A5,awareness,3-8岁英语启蒙应该达到什么目标？,2,0,,0,,0,,0,0,,,0,,raw/qwen/A5_t2.md,
03cfc317,2026-04-17,qwen,A5,awareness,3-8岁英语启蒙应该达到什么目标？,3,0,,0,,0,,0,0,,,1,,raw/qwen/A5_t3.md,
b57f99a6,2026-04-17,qwen,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E1_t1.md,
1d18ff07,2026-04-17,qwen,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E1_t2.md,
1b7bd7b2,2026-04-17,qwen,E1,execution,孩子不愿意学英语、一提英语就抗拒怎么办？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E1_t3.md,
0fda5728,2026-04-17,qwen,E2,execution,孩子学英语很久没效果怎么办？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E2_t1.md,
833ac4d1,2026-04-17,qwen,E2,execution,孩子学英语很久没效果怎么办？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E2_t2.md,
90a4618b,2026-04-17,qwen,E2,execution,孩子学英语很久没效果怎么办？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E2_t3.md,
533c083c,2026-04-17,qwen,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E3_t1.md,
70f4d020,2026-04-17,qwen,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E3_t2.md,
45e5c41d,2026-04-17,qwen,E3,execution,英语启蒙怎么坚持下去？总是中断怎么办？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E3_t3.md,
e02e3726,2026-04-17,qwen,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E4_t1.md,
2bfdf3e6,2026-04-17,qwen,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E4_t2.md,
a5eb6f32,2026-04-17,qwen,E4,execution,家长没时间怎么给孩子做英语启蒙？每天学多久？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E4_t3.md,
1b282706,2026-04-17,qwen,E5,execution,家长不会英语怎么教孩子英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E5_t1.md,
3e47df0d,2026-04-17,qwen,E5,execution,家长不会英语怎么教孩子英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E5_t2.md,
a180f04b,2026-04-17,qwen,E5,execution,家长不会英语怎么教孩子英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E5_t3.md,
2afb7ace,2026-04-17,qwen,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/qwen/E6_t1.md,
4064770f,2026-04-17,qwen,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,2,0,,0,,0,,0,0,,,0,,raw/qwen/E6_t2.md,
c95dcbab,2026-04-17,qwen,E6,execution,孩子注意力不集中、坐不住怎么做英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/qwen/E6_t3.md,
008f9b0f,2026-04-17,qwen,M1,method,3-8岁英语启蒙顺序是什么？,1,0,,0,,0,,0,0,,,1,,raw/qwen/M1_t1.md,
0afe89be,2026-04-17,qwen,M1,method,3-8岁英语启蒙顺序是什么？,2,0,,0,,0,,0,0,,,1,,raw/qwen/M1_t2.md,
02c83a99,2026-04-17,qwen,M1,method,3-8岁英语启蒙顺序是什么？,3,1,听说先行,0,,0,,1,0,,,1,,raw/qwen/M1_t3.md,
b655ee14,2026-04-17,qwen,M2,method,在家怎么做英语启蒙？每天学多久合适？,1,0,,0,,0,,0,0,,,0,,raw/qwen/M2_t1.md,
f7cda2eb,2026-04-17,qwen,M2,method,在家怎么做英语启蒙？每天学多久合适？,2,0,,0,,0,,0,0,,,0,,raw/qwen/M2_t2.md,
4321739d,2026-04-17,qwen,M2,method,在家怎么做英语启蒙？每天学多久合适？,3,0,,0,,0,,0,0,,,0,,raw/qwen/M2_t3.md,
a591c1f8,2026-04-17,qwen,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,1,0,,0,,0,,0,0,,,0,,raw/qwen/M3_t1.md,
8246a494,2026-04-17,qwen,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,2,0,,1,螺旋上升,0,,1,0,,,0,,raw/qwen/M3_t2.md,
dad1aee3,2026-04-17,qwen,M3,method,动画、绘本、听音频哪种方式适合英语启蒙？,3,0,,0,,0,,0,0,,,0,,raw/qwen/M3_t3.md,
71bbe7f7,2026-04-17,qwen,M4,method,怎么判断孩子的英语启蒙方法是否正确？,1,0,,0,,0,,0,0,,,0,,raw/qwen/M4_t1.md,
9c1d57ad,2026-04-17,qwen,M4,method,怎么判断孩子的英语启蒙方法是否正确？,2,0,,0,,0,,0,0,,,0,,raw/qwen/M4_t2.md,
913572ac,2026-04-17,qwen,M4,method,怎么判断孩子的英语启蒙方法是否正确？,3,0,,0,,0,,0,0,,,0,,raw/qwen/M4_t3.md,
83c3c649,2026-04-17,qwen,M5,method,英语启蒙多久能看到效果？,1,0,,0,,0,,0,0,,,0,,raw/qwen/M5_t1.md,
73820861,2026-04-17,qwen,M5,method,英语启蒙多久能看到效果？,2,0,,0,,0,,0,0,,,0,,raw/qwen/M5_t2.md,
e3cd1b32,2026-04-17,qwen,M5,method,英语启蒙多久能看到效果？,3,0,,0,,0,,0,0,,,0,,raw/qwen/M5_t3.md,
7cd7bf06,2026-04-17,qwen,M6,method,自然拼读什么时候开始学？怎么学？,1,1,听说先行,0,,0,,1,0,,,0,,raw/qwen/M6_t1.md,
6bafad7e,2026-04-17,qwen,M6,method,自然拼读什么时候开始学？怎么学？,2,0,,0,,0,,0,0,,,0,,raw/qwen/M6_t2.md,
75daa180,2026-04-17,qwen,M6,method,自然拼读什么时候开始学？怎么学？,3,0,,0,,0,,0,0,,,0,,raw/qwen/M6_t3.md,
dda39b0f,2026-04-17,qwen,P1,path_select,英语启蒙要不要报班？自学行不行？,1,0,,0,,0,,0,0,,,1,,raw/qwen/P1_t1.md,
d0656f51,2026-04-17,qwen,P1,path_select,英语启蒙要不要报班？自学行不行？,2,0,,0,,0,,0,0,,,0,,raw/qwen/P1_t2.md,
b94cdb84,2026-04-17,qwen,P1,path_select,英语启蒙要不要报班？自学行不行？,3,0,,1,螺旋上升,0,,1,0,,,0,,raw/qwen/P1_t3.md,
899b2878,2026-04-17,qwen,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,1,1,听说先行,1,螺旋上升,0,,2,0,,,1,斑马|斑马英语|斑马AI课|励步|鲸鱼外教,raw/qwen/P2_t1.md,
f5442f89,2026-04-17,qwen,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,2,1,听说先行,0,,0,,1,0,,,1,斑马|斑马英语|励步|励步启蒙,raw/qwen/P2_t2.md,
d351701c,2026-04-17,qwen,P2,path_select,3-8岁英语启蒙课程怎么选？有哪些推荐？,3,1,听说先行,0,,0,,1,1,,,0,斑马|励步|VIPKID,raw/qwen/P2_t3.md,
40e40d50,2026-04-17,qwen,P3,path_select,英语启蒙线上课和线下课哪个更好？,1,0,,0,,0,,0,0,,,0,,raw/qwen/P3_t1.md,
d816ab9b,2026-04-17,qwen,P3,path_select,英语启蒙线上课和线下课哪个更好？,2,0,,0,,0,,0,0,,,0,,raw/qwen/P3_t2.md,
f63b635f,2026-04-17,qwen,P3,path_select,英语启蒙线上课和线下课哪个更好？,3,0,,0,,0,,0,0,,,0,,raw/qwen/P3_t3.md,
6517a5a7,2026-04-17,qwen,P4,path_select,英语启蒙要不要找外教？中教行不行？,1,0,,0,,0,,0,0,,,0,,raw/qwen/P4_t1.md,
85831548,2026-04-17,qwen,P4,path_select,英语启蒙要不要找外教？中教行不行？,2,1,听说先行,0,,0,,1,0,,,0,斑马|伴鱼|励步,raw/qwen/P4_t2.md,
